,Gender,Age,Income (USD),Income Stability,Profession,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
4667,0,18,2564.84,1,7,1,186916.42,754.14,0,0,2.0,869.74,0,1,2,2,1.0,329097.73,149533.14
4668,0,37,2111.81,1,1,1,16809.17,185.84,0,0,4.0,673.74,0,2,1,2,0.0,26718.95,0.0
4669,1,33,3111.22,1,1,1,36317.22,371.72,1,1,2.0,834.3,0,2,1,2,1.0,40025.88,0.0
4670,1,50,5063.52,1,7,1,175530.02,486.71,0,1,3.0,782.07,0,0,3,1,1.0,299976.39,122871.01
4671,0,65,7575.96,0,3,2,150027.7,834.96,0,1,2.0,853.2,0,2,4,3,1.0,231369.95,112520.78
4672,0,20,2688.74,2,7,1,140050.56,377.56,0,1,2.0,685.01,0,2,3,2,1.0,189420.78,91032.86
4673,0,48,1584.67,1,7,0,72421.94,215.4,0,0,1.0,642.51,1,3,3,2,1.0,125591.8,0.0
4674,0,18,2630.574417479547,1,7,1,77702.4,621.58,0,1,2.2530265023448575,711.87,0,1,4,0,1.0,126125.64,48210.12045222018
4675,1,44,1912.13,1,7,1,62421.73,377.88,0,0,2.2530265023448575,600.13,0,0,2,1,1.0,112992.8,0.0
4676,1,60,2630.574417479547,0,3,1,42415.21,409.2937219655324,0,1,2.2530265023448575,873.03,1,1,1,1,1.0,49597.52,33932.17
4677,0,55,4451.52,1,7,1,116936.0,410.78,0,1,3.0,702.59,1,2,4,2,0.0,195436.3,0.0
4678,0,27,2256.98,1,7,1,46596.29,234.09,1,1,1.0,759.07,0,3,3,0,0.0,81572.54,0.0
4679,0,64,1996.82,1,7,1,41548.03,266.21,0,1,2.0,786.52,0,0,2,0,1.0,78356.72,0.0
4680,0,34,1569.96,1,7,1,96397.76,454.36,0,0,3.0,774.42,0,2,2,1,1.0,135322.07,67478.43
4681,0,19,2126.08,1,7,1,12166.22,97.14,0,1,2.0,694.68,0,0,3,0,1.0,22014.66,8516.35
4682,1,32,3472.84,1,4,0,304710.36,831.27,1,1,2.0,688.11,0,0,4,1,0.0,471547.25,0.0
4683,1,20,2588.77,1,7,1,41927.01,306.6,1,1,2.0,698.77,0,0,4,1,0.0,59167.94,0.0
4684,1,46,4455.76,1,7,1,170006.66,810.96,1,1,2.0,693.1,1,1,3,2,1.0,312525.35,119004.66
4685,1,40,3807.01,1,7,1,307653.54,1026.46,0,1,2.0,665.28,0,0,2,1,1.0,452659.69,215357.48
4686,1,57,2630.574417479547,1,7,1,74609.86,429.45,1,1,3.0,763.83,0,1,4,0,1.0,102812.33,52226.9
4687,0,64,1562.72,0,3,1,141085.88,452.92,0,1,2.0,830.46,1,2,3,0,1.0,207502.29,0.0
4688,0,54,2246.78,1,1,1,44100.18,310.65,0,1,4.0,745.86,1,2,2,0,1.0,78167.56,28665.12
4689,1,61,1296.69,0,3,0,50296.28,364.03,0,1,1.0,867.09,0,0,3,1,1.0,83809.14,50296.28
4690,0,36,2155.1,1,7,1,84201.08,445.22,1,1,2.2530265023448575,724.05,0,2,2,1,1.0,122283.65,54730.7
4691,0,65,1814.14,0,3,0,40195.1,208.87,0,0,2.0,865.95,0,0,2,1,1.0,56278.52,30146.32
4692,0,18,6812.74,1,7,1,149776.63,578.57,0,0,2.0,775.1852655748859,0,2,3,2,1.0,219942.02,119821.3
4693,1,35,2022.48,1,7,1,7072.97,76.93,1,0,3.0,791.98,1,1,4,1,1.0,9041.27,0.0
4694,1,20,2021.57,1,7,1,40332.85,181.88,0,1,2.0,727.7900808976427,0,2,2,0,1.0,56777.98,26216.35
4695,1,24,2440.81,1,7,1,67255.31,456.94,0,0,1.0,623.14,0,1,3,2,1.0,82646.11,0.0
4696,0,44,4430.55,1,1,1,176940.47,578.06,0,1,1.0,748.59,0,0,3,2,1.0,241410.01,115011.31
4697,1,28,2443.18,1,7,1,64455.27,469.29,1,1,4.0,690.19,1,2,2,0,1.0,117149.51,45118.69
4698,0,61,1433.13,1,7,0,26875.46,127.87,0,0,2.2530265023448575,637.68,0,0,2,1,1.0,34223.76,0.0
4699,0,23,2407.24,1,7,0,55493.93,663.59,1,1,3.0,700.87,0,2,2,1,1.0,87892.08,38845.75
4700,1,33,3074.18,1,7,1,43111.05,360.78,0,0,1.0,750.0,0,0,3,0,1.0,59969.35,32333.29
4701,0,54,1216.47,1,7,0,12408.21,107.1,0,0,2.0,731.11,0,0,1,1,0.0,15714.34,0.0
4702,0,26,2426.09,1,7,2,14028.13,178.74,0,1,3.0,745.48,0,0,4,2,1.0,25521.61,9819.69
4703,1,40,2926.4,1,1,1,80447.85,405.03,1,1,4.0,660.13,0,1,2,0,1.0,137557.98,56313.5
4704,0,28,1710.79,1,7,0,34577.63,128.38,0,1,1.0,868.96,0,0,2,1,1.0,47703.82,31119.87
4705,1,65,2200.84,0,3,0,41384.26,282.42,0,1,1.0,850.51,0,3,1,0,1.0,69989.02,31038.2
4706,1,57,1231.73,1,7,1,92000.31,412.96,0,1,2.0,752.19,0,0,3,0,1.0,138015.05,73600.25
4707,0,49,2465.49,2,1,2,40630.73,191.27,0,1,3.0,741.86,0,0,4,0,1.0,63736.05,26409.97
4708,0,29,2303.36,1,7,1,204501.41,512.44,0,0,2.0,856.39,1,1,1,0,1.0,227088.32,153376.06
4709,1,18,1062.92,1,7,1,23780.51,285.82,1,1,3.0,767.41,0,0,3,1,1.0,30904.37,17835.38
4710,1,58,3136.08,2,7,1,83240.81,349.64,0,1,2.0,712.4,1,2,4,2,1.0,129289.67,48210.12045222018
4711,1,53,2949.83,1,1,1,170949.71,668.1,0,1,2.0,780.73,0,2,3,2,1.0,277949.32,128212.28
4712,1,18,4886.2,1,1,0,46853.47,235.71,0,1,2.0,682.45,1,1,4,0,1.0,88680.18,30454.76
4713,1,26,1523.96,1,7,0,48113.29,248.49,1,0,2.0,655.22,0,3,4,1,0.0,58554.6,0.0
4714,1,50,2094.07,1,1,1,52299.75,307.38,1,1,4.0,726.83,0,2,4,1,1.0,60858.74,0.0
4715,0,18,1839.66,1,1,1,196458.91,602.12,0,1,2.2530265023448575,759.12,0,1,2,1,1.0,362179.81,48210.12045222018
4716,1,23,1860.2,1,4,1,74501.08,409.42,1,0,2.0,785.64,0,2,3,1,1.0,115443.55,52150.76
4717,0,46,6495.63,1,1,1,223968.57,809.32,0,1,2.0,796.72,0,0,1,2,1.0,293685.82,0.0
4718,0,49,2630.574417479547,1,1,1,74245.65,268.31,0,0,2.0,736.93,1,0,3,2,1.0,88030.93,51971.95
4719,1,26,1848.67,1,7,1,90538.31,465.22,1,1,1.0,784.5,0,1,4,1,1.0,171832.14,63376.82
4720,1,54,2630.574417479547,1,4,0,47913.24,530.26,0,1,1.0,755.9380044144943,0,0,3,1,1.0,70476.12,48210.12045222018
4721,0,59,2471.81,1,7,2,97097.53,298.89,0,0,1.0,856.87,0,1,3,1,1.0,125903.0,72823.15
4722,0,46,2630.574417479547,1,7,1,113557.65,329.67,0,1,2.0,800.38,0,1,3,0,1.0,179867.32,79490.36
4723,1,29,1347.15,1,1,0,122576.51,381.08,0,0,3.0,858.52,0,0,4,0,1.0,194210.29,85803.56
4724,1,44,2544.22,1,7,0,33199.79,176.87,0,1,1.0,736.5752861273585,0,0,1,1,1.0,59519.9,21579.86
4725,0,18,1891.47,1,1,1,50399.43,237.39,1,0,3.0,737.62,0,1,2,1,1.0,58660.97,35279.6
4726,1,24,3698.94,1,1,2,54714.01,279.47,0,1,2.0,842.63,0,2,2,2,0.0,70322.87,0.0
4727,1,18,1312.02,1,7,0,35436.87,181.51,0,0,1.0,646.99,0,1,1,0,0.0,41221.78,0.0
4728,1,49,1887.41,1,1,1,92515.06,469.31,0,1,2.0,781.95,0,0,2,0,1.0,170799.37,64760.54
4729,1,62,3310.26,1,1,0,117575.51,549.15,1,0,3.0,848.81,0,2,1,0,1.0,162129.17,88181.63
4730,1,18,2223.0,1,7,1,63887.1,409.2937219655324,0,1,3.0,643.27,1,2,1,2,0.0,101158.89,0.0
4731,0,46,2630.574417479547,1,7,1,171479.65,452.78,0,1,2.0,849.09,0,1,3,2,1.0,263772.16,48210.12045222018
4732,0,35,1410.86,1,1,0,32962.5,184.73,0,0,3.0,722.07,0,2,4,0,1.0,38328.17,23073.75
4733,0,18,1659.45,1,7,0,165345.18,462.5,0,0,2.0,725.21,0,2,4,1,0.0,196027.53,0.0
4734,0,55,1644.95,1,7,1,101801.7,331.43,0,1,2.0,760.13,0,2,1,0,0.0,121077.65,0.0
4735,0,18,2630.574417479547,2,1,0,180366.83,592.33,0,0,4.0,657.82,0,1,3,2,1.0,226334.13,126256.78
4736,1,20,2111.89,1,7,1,25290.24,121.45,1,1,2.0,653.93,0,1,2,2,1.0,29148.87,16438.66
4737,1,34,2630.574417479547,1,7,0,74054.86,554.81,0,0,2.0,708.09,0,1,3,2,1.0,91826.05,48135.66
4738,1,61,1970.39,1,1,1,78390.1,681.82,0,1,3.0,638.77,1,1,2,2,1.0,99031.99,0.0
4739,0,39,2314.06,1,7,0,233020.82,763.62,1,1,2.2530265023448575,672.65,0,0,3,2,1.0,354931.59,151463.53
4740,0,55,2833.59,1,1,0,112249.34,608.81,0,0,2.0,716.14,0,2,4,2,0.0,147784.71,0.0
4741,0,18,3168.36,1,7,1,19603.48,161.45,0,1,2.0,694.42,0,2,4,1,0.0,33026.63,0.0
4742,0,51,2157.53,1,4,1,47826.91,238.37,1,1,3.0,789.72,0,1,3,1,1.0,71152.68,33478.84
4743,0,61,1374.86,0,3,1,65222.57,265.73,1,1,2.0,785.94,0,0,3,2,0.0,115789.29,52178.06
4744,0,59,2252.81,1,7,1,81183.19,333.96,0,1,2.0,867.28,0,2,1,2,1.0,146617.15,64946.55
4745,0,62,952.62,1,4,1,33957.39,163.27,0,1,2.0,697.69,1,1,4,3,1.0,41473.22,22072.3
4746,0,21,1173.84,1,1,0,21489.42,409.2937219655324,0,0,2.0,756.93,1,2,2,1,1.0,38120.01,16117.06
4747,0,18,4928.52,1,4,0,117138.89,530.99,0,1,1.0,818.58,0,1,3,0,1.0,194013.5,87854.17
4748,0,43,2072.5,1,1,1,33301.08,159.03,1,0,3.0,829.27,0,1,2,0,1.0,46908.14,26640.86
4749,1,36,3701.32,1,1,2,32737.45,181.4,0,0,2.0,728.16,0,2,4,0,1.0,57096.51,21279.34
4750,1,35,2409.77,1,7,1,141250.49,668.52,0,1,3.0,659.68,1,2,2,1,1.0,228277.73,91812.82
4751,1,18,2233.29,1,7,1,49883.64,255.19,0,0,2.0,753.79,0,2,1,2,1.0,70745.03,0.0
4752,1,55,2588.46,1,1,1,18124.35,98.12,0,1,1.0,677.44,1,3,3,1,1.0,27121.34,12687.04
4753,0,18,5326.34,1,7,0,77413.29,358.62,1,1,3.0,819.21,0,2,3,0,1.0,101869.37,58059.97
4754,1,23,1191.8,2,7,0,116783.55,430.89,0,0,2.0,742.63,0,1,2,0,1.0,138760.32,81748.48
4755,0,64,2117.13,0,3,0,20204.26,137.76,0,0,1.0,831.46,0,2,3,0,1.0,23779.38,14142.98
4756,0,25,3963.05,1,7,1,234290.85,796.85,1,1,2.0,765.22,0,0,4,0,1.0,397801.52,175718.14
4757,0,56,1756.28,1,1,1,18141.42,50.26,0,0,2.0,670.5,0,2,3,1,1.0,32550.81,12698.99
4758,1,35,1254.41,1,1,1,148075.81,455.5,0,1,2.0,751.57,0,2,4,2,1.0,191188.99,118460.65
4759,0,62,2630.574417479547,1,1,1,36790.45,196.09,1,1,2.0,722.44,0,1,2,1,1.0,59834.33,23913.79
4760,1,18,1659.97,1,4,0,47243.21,200.22,0,1,2.2530265023448575,694.95,0,0,2,2,1.0,88155.39,30708.09
4761,0,31,2422.27,1,7,1,43898.36,229.65,0,1,3.0,796.23,1,2,4,2,1.0,51934.7,32923.77
4762,1,18,2630.574417479547,1,7,1,66930.39,410.93,0,1,2.2530265023448575,619.81,1,2,4,0,1.0,117331.53,0.0
4763,0,62,1598.67,1,7,0,82771.51,288.27,0,0,2.0,635.11,0,2,2,1,0.0,103729.79,0.0
4764,0,65,2630.574417479547,0,3,1,20871.6,96.95,0,1,1.0,860.17,1,0,2,0,1.0,27859.88,16697.28
4765,0,43,2630.574417479547,2,4,1,194432.28,691.86,0,1,2.2530265023448575,743.55,0,1,3,1,1.0,302983.47,136102.6
4766,0,48,1415.08,1,7,1,35268.73,390.13,1,1,2.0,759.44,0,0,1,0,1.0,52232.9,26451.55
4767,1,28,4026.09,1,1,2,134679.71,546.15,1,0,2.0,709.87,0,0,4,1,1.0,156642.99,87541.81
4768,1,20,5837.32,1,1,2,47078.34,258.06,0,1,2.0,860.21,1,0,3,2,1.0,55748.41,37662.67
4769,0,65,2630.574417479547,0,3,1,97783.02,310.03,0,1,1.0,862.24,1,0,1,0,1.0,184446.17,78226.42
4770,0,61,2630.574417479547,0,3,1,26849.12,205.23,0,1,2.2530265023448575,822.55,1,2,4,1,1.0,42756.11,21479.3
4771,1,18,3138.97,1,7,1,71217.99,278.84,0,1,2.0,850.61,0,2,2,2,1.0,125159.29,56974.39
4772,1,24,646.2,1,7,1,20027.29,98.0,0,1,1.0,662.93,0,3,3,2,1.0,23010.83,13017.74
4773,1,18,2642.52,1,1,1,48667.68,346.25,0,1,2.0,789.66,0,0,2,2,0.0,80309.89,0.0
4774,1,61,2630.574417479547,1,7,1,74676.35,411.93,0,0,1.0,737.3,0,2,4,2,1.0,124055.16,52273.44
4775,0,23,1637.58,1,7,1,39624.47,195.0,0,0,4.0,659.1,0,2,2,1,1.0,60394.3,0.0
4776,0,52,2052.53,1,1,1,81580.56,381.88,0,0,2.0,811.24,0,0,3,2,1.0,142935.08,57106.39
4777,0,61,2630.574417479547,0,3,1,31522.09,130.13,0,1,2.0,868.02,0,0,4,0,1.0,38118.85,22065.46
4778,0,18,3386.76,1,1,2,169007.41,711.08,0,1,2.0,751.73,0,1,2,0,1.0,283324.88,126755.56
4779,1,23,1717.39,1,7,1,35539.44,218.45,0,1,2.0,767.89,0,1,2,2,1.0,43806.98,26654.58
4780,0,18,2410.39,1,1,1,25495.45,274.97,1,1,4.0,747.44,0,1,2,1,1.0,44857.42,0.0
4781,1,63,2209.46,0,3,1,46182.94,283.02,0,1,1.0,832.66,0,2,4,0,1.0,55120.64,34637.2
4782,1,64,2630.574417479547,1,7,1,100306.53,551.52,1,0,3.0,672.81,1,2,4,0,1.0,133743.27,65199.24
4783,1,19,2434.18,1,7,1,44841.19,314.98,0,1,2.2530265023448575,728.34,0,0,3,2,1.0,77389.06,31388.83
4784,1,63,694.22,1,7,1,25059.44,160.47,0,0,1.0,619.7,0,2,4,1,0.0,43500.97,0.0
4785,1,22,2093.21,1,1,1,59589.89,315.7,0,1,2.2530265023448575,738.91,0,0,3,0,1.0,81468.57,41712.92
4786,1,33,2800.72,1,1,1,193341.63,605.09,0,0,1.0,712.12,0,3,4,1,1.0,297977.11,135339.14
4787,1,57,2355.66,2,4,1,41364.8,190.05,1,1,3.0,659.17,1,0,4,2,1.0,58836.99,26887.12
4788,0,18,2190.64,1,7,1,61824.71,346.76,0,1,2.0,697.73,0,2,1,1,1.0,74280.12,43277.3
4789,0,18,2630.574417479547,1,7,1,144911.79,431.36,0,1,4.0,705.98,0,1,4,2,1.0,238623.85,94192.66
4790,0,18,2630.574417479547,1,7,0,83216.05,471.22,0,1,1.0,629.13,1,0,2,2,1.0,137004.78,0.0
4791,1,22,1439.28,1,7,1,10693.29,76.64,0,1,3.0,768.98,0,2,1,2,1.0,12572.29,48210.12045222018
4792,1,36,1340.98,1,7,0,34786.22,259.62,0,0,3.0,796.46,1,2,3,0,1.0,61144.11,26089.66
4793,0,64,2678.19,1,7,2,127067.19,748.96,0,1,4.0,791.92,0,2,3,0,0.0,190950.12,0.0
4794,0,43,8572.22,1,4,1,215667.97,613.7,1,1,2.0,723.28,1,2,2,0,1.0,250685.32,150967.58
4795,1,51,1362.36,1,7,1,25371.54,135.95,1,1,2.0,673.69,0,0,1,2,1.0,30268.22,0.0
4796,0,61,1652.13,0,3,0,191529.24,817.72,0,0,2.0,790.56,0,2,2,0,1.0,343359.8,143646.93
4797,1,20,2630.574417479547,1,4,1,13291.52,156.54,1,0,3.0,674.06,0,2,1,2,1.0,15666.44,8639.49
4798,1,64,2630.574417479547,0,3,0,35110.65,247.64,0,1,1.0,765.32,0,1,1,2,1.0,66593.89,26332.99
4799,0,18,2179.72,1,1,1,76630.28,371.29,0,1,2.0,662.64,0,1,1,2,1.0,144799.12,53641.2
4800,1,32,3244.08,1,1,1,37942.02,411.12,1,1,4.0,669.39,1,2,3,0,1.0,52136.8,24662.31
4801,0,38,2630.574417479547,1,7,1,19261.6,91.74,0,0,1.0,660.81,0,1,4,1,1.0,24277.63,13483.12
4802,1,32,2630.574417479547,1,1,1,71726.79,393.85,1,1,3.0,651.54,0,3,2,1,1.0,80881.44,46622.41
4803,0,60,1899.48,1,1,1,68793.0,498.05,0,1,1.0,820.07,0,0,4,1,1.0,117156.56,51594.75
4804,0,41,1684.64,1,1,2,110549.47,383.91,0,1,2.2530265023448575,760.75,0,0,2,2,1.0,157443.19,77384.63
4805,1,18,1987.02,1,7,0,43853.07,222.22,1,1,3.0,682.46,0,0,1,2,1.0,67353.99,28504.5
4806,0,18,2671.8,1,7,1,42628.09,252.07,0,1,2.0,668.16,0,0,3,2,1.0,60531.95,27708.26
4807,1,31,3857.58,1,7,0,99011.98,452.51,1,0,2.0,738.89,0,1,1,1,1.0,137348.94,69308.39
4808,0,57,1862.44,1,7,1,160367.8,520.89,0,1,2.0,715.15,1,0,2,2,1.0,291259.49,112257.46
4809,1,63,1052.28,0,3,1,18976.71,189.22,1,1,2.0,857.66,0,2,1,2,0.0,22549.26,15181.37
4810,1,40,2302.24,1,7,1,22159.77,230.76,0,0,3.0,809.16,0,0,2,1,1.0,41094.23,15511.84
4811,1,25,3692.23,1,7,1,246105.16,673.78,1,1,2.0,719.82,0,2,2,2,0.0,315322.58,0.0
4812,0,51,2630.574417479547,2,7,1,94683.87,790.6,1,1,2.0,725.1129064749125,0,2,2,2,1.0,169437.88,71012.9
4813,1,61,1958.59,1,7,1,40024.32,196.78,0,0,3.0,671.56,0,0,1,0,1.0,61161.37,26015.81
4814,0,18,1551.5,1,1,1,39528.26,193.24,0,1,1.0,764.16,0,1,4,0,0.0,65724.97,0.0
4815,0,35,1448.54,1,7,1,34655.45,236.4,0,1,2.0,782.96,0,1,1,2,1.0,61457.54,27724.36
4816,1,50,1366.69,1,7,1,160960.21,517.44,1,1,3.0,701.96,0,1,3,2,1.0,203078.89,104624.14
4817,1,39,2719.13,1,1,1,82073.14,214.34,0,0,2.0,785.68,0,1,4,2,1.0,101867.34,57451.2
4818,1,52,1508.7,1,1,1,65765.47,329.82,0,0,2.0,710.09,0,2,1,1,1.0,103059.23,46035.83
4819,0,59,3132.31,1,1,0,127111.38,663.43,0,1,2.0,681.73,0,1,3,2,1.0,178729.12,0.0
4820,0,52,2972.72,1,1,1,110898.67,400.66,1,1,1.0,661.43,0,1,1,1,0.0,178804.98,0.0
4821,1,47,2630.574417479547,1,7,0,131421.08,675.49,0,1,3.0,810.19,1,2,3,0,1.0,146035.39,105136.86
4822,1,41,4310.6,1,1,2,205301.19,667.84,1,1,2.0,685.5,1,2,2,2,1.0,273511.17,143710.83
4823,1,38,11172.16,1,1,1,564812.49,3025.4,1,0,2.2530265023448575,856.26,0,1,1,0,1.0,987770.87,395368.74
4824,1,55,2263.39,1,7,1,24233.95,157.66,0,0,2.0,682.75,0,0,3,2,1.0,30817.16,0.0
4825,1,46,2630.574417479547,1,7,1,60127.69,239.63,1,0,2.2530265023448575,840.14,1,2,3,1,1.0,107581.09,42089.38
4826,0,60,909.17,1,7,1,48274.21,301.88,0,1,2.0,685.55,0,2,2,0,1.0,76329.65,33791.95
4827,1,26,2630.574417479547,1,4,1,13766.72,140.01,1,1,2.0,768.65,0,2,2,2,1.0,22187.95,9636.7
4828,1,18,3629.23,1,4,1,85501.61,231.64,0,0,2.0,820.36,0,2,3,2,1.0,137699.67,68401.29
4829,1,65,2010.42,0,3,1,77759.88,431.75,1,1,2.0,861.48,1,1,4,2,1.0,133464.13,54431.92
4830,1,59,3962.53,1,7,2,122657.33,602.62,1,1,2.0,869.73,0,1,3,0,1.0,204194.26,98125.86
4831,0,29,1766.41,1,7,1,64205.57,254.53,0,1,2.2530265023448575,635.17,1,2,4,0,0.0,101183.29,0.0
4832,0,60,3513.41,0,3,2,93035.63,496.01,1,0,2.0,862.57,1,2,4,0,1.0,159340.35,65124.94
4833,0,34,4527.82,1,7,1,26457.02,282.77,0,0,4.0,681.09,0,2,3,2,1.0,38511.92,18519.91
4834,0,42,1245.66,1,7,1,12087.89,153.92,1,1,1.0,689.68,0,1,4,0,1.0,16555.08,7857.13
4835,1,55,1299.88,1,7,1,68517.76,379.47,1,1,3.0,678.1,1,0,4,0,1.0,93187.11,0.0
4836,0,27,1699.64,1,7,1,103397.38,340.92,1,0,3.0,783.75,0,2,2,1,1.0,155640.18,0.0
4837,0,23,2913.59,1,7,1,154294.54,456.12,1,0,3.0,848.79,0,2,1,0,1.0,260531.25,123435.63
4838,0,18,3325.48,1,7,1,174788.1,622.26,1,1,4.0,667.10455360009,0,2,3,0,1.0,289645.14,0.0
4839,0,48,3914.7,1,1,2,178867.86,518.33,0,1,2.0,663.84,0,2,1,1,1.0,313049.99,116264.11
4840,0,59,3200.31,1,7,1,95872.56,413.42,0,0,4.0,798.07,0,0,1,2,1.0,106881.07,71904.42
4841,0,54,2507.42,1,7,1,122968.23,603.01,0,1,2.0,611.68,0,1,2,1,1.0,166832.22,0.0
4842,0,18,5218.81,1,1,2,177367.98,763.9,0,1,3.0,781.34,0,0,4,0,1.0,238974.26,124157.59
4843,1,59,5292.93,1,1,1,190161.34,678.39,1,1,2.0,823.12,0,1,2,0,1.0,218556.96,142621.0
4844,0,55,1175.94,1,7,1,38909.19,321.52,1,1,1.0,708.59,0,2,3,1,0.0,51879.7,0.0
4845,1,56,2630.574417479547,1,7,1,230580.96,588.27,0,0,1.0,718.04,0,2,3,0,1.0,416460.77,149877.62
4846,1,18,2630.574417479547,2,4,2,42002.4,433.03,0,0,1.0,740.12,0,0,1,0,1.0,71060.31,29401.68
4847,1,54,2125.43,1,1,0,129168.49,762.31,0,1,2.0,620.61,0,0,4,2,1.0,190761.65,0.0
4848,0,29,1227.01,1,4,1,133664.2,399.34,0,0,2.0,731.49,1,0,4,1,1.0,182474.73,93564.94
4849,0,58,1697.29,1,7,0,73377.43,358.2,0,1,1.0,723.54,1,0,4,1,1.0,131133.65,47695.33
4850,0,35,2524.74,1,1,1,61755.42,341.83,0,1,2.0,813.61,0,1,3,1,1.0,93181.28,46316.56
4851,1,29,1019.73,1,7,1,93265.42,340.27,0,1,2.0,820.33,0,1,3,0,1.0,119258.58,65285.79
4852,1,59,2630.574417479547,1,7,0,77439.01,477.22,1,1,3.0,664.2,0,0,1,2,1.0,85475.3,50335.36
4853,0,23,4930.67,1,4,1,22208.1,226.69,1,0,3.0,779.12,1,0,4,3,1.0,38475.45,15545.67
4854,0,61,2322.9,1,4,1,82564.64,627.37,0,1,2.0,717.71,0,1,4,1,1.0,97456.49,53667.02
4855,0,40,3593.21,1,7,0,181734.4,532.08,1,1,7.0,779.11,0,0,3,0,1.0,329187.07,145387.52
4856,0,18,1689.44,1,1,1,44243.06,361.52,1,1,1.0,806.47,1,1,2,0,1.0,71678.59,33182.3
4857,1,39,1174.54,1,1,0,53019.95,129.13,0,0,2.0,759.28,1,3,4,2,1.0,67870.7,37113.96
4858,0,59,2630.574417479547,1,1,1,76958.74,299.12,0,1,2.0,812.86,0,0,2,1,1.0,121463.77,61566.99
4859,0,60,2272.92,1,1,1,51690.59,125.64,1,0,3.0,717.73,0,1,3,1,1.0,68703.54,36183.41
4860,0,19,1414.26,1,4,1,119040.05,362.82,0,0,2.0,861.47,0,0,1,1,1.0,156219.15,83328.04
4861,1,33,2731.31,1,7,1,74167.78,370.02,1,1,2.0,635.48,0,1,3,0,1.0,117586.49,0.0
4862,0,29,2584.91,1,7,1,126097.82,369.67,1,0,2.0,707.04,0,0,4,1,1.0,227156.98,88268.47
4863,1,32,2193.9,1,4,1,140338.0,696.64,1,1,2.0,831.36,1,2,4,1,1.0,216020.58,112270.4
4864,1,57,2050.14,1,7,1,101721.31,503.58,0,0,3.0,735.827781608007,0,0,3,2,1.0,181778.27,48210.12045222018
4865,0,33,3036.73,1,1,2,74882.03,491.6,1,0,5.0,733.62,0,0,3,1,1.0,95360.51,48673.32
4866,0,26,2206.6,1,1,1,67635.78,348.74,0,0,1.0,674.46,1,2,2,0,0.0,106347.36,0.0
4867,0,50,2907.78,1,1,2,49660.94,547.5,1,1,3.0,785.03,0,1,2,2,1.0,64262.73,34762.66
4868,1,33,1745.72,1,7,1,45664.42,320.11,0,1,3.0,802.93,0,2,2,0,1.0,67662.53,34248.32
4869,0,18,2786.62,1,7,1,50501.21,343.49,1,1,4.0,752.95,0,2,1,2,1.0,76271.97,35350.85
4870,1,50,1869.09,1,1,1,151426.4,519.03,1,0,4.0,790.95,0,1,4,0,1.0,207935.07,121141.12
4871,1,24,5493.7,1,1,1,70197.48,508.07,1,1,3.0,795.07,0,1,2,1,1.0,79259.63,56157.98
4872,1,34,1931.32,1,1,1,34559.93,268.14,0,1,2.0,729.6415127828764,1,1,4,0,1.0,55604.01,22463.95
4873,1,37,3726.81,1,4,0,22531.76,120.03,0,1,2.0,720.79,0,1,4,2,1.0,34026.11,14645.64
4874,1,51,1324.04,1,1,1,28005.15,141.11,1,1,4.0,802.19,0,2,4,1,1.0,52897.6,0.0
4875,0,31,3091.96,1,7,1,108364.99,810.37,0,0,2.0,649.82,1,0,2,1,1.0,152570.6,0.0
4876,0,22,1316.43,1,7,1,67376.72,341.12,0,1,3.0,647.4,0,2,2,0,0.0,116442.28,0.0
4877,1,22,1688.63,1,1,1,65137.93,336.87,0,0,3.0,679.92,0,2,2,1,1.0,94402.31,42339.65
4878,0,55,3080.85,1,1,2,48470.24,262.28,1,1,2.2530265023448575,668.78,0,1,3,0,1.0,58901.42,31505.66
4879,1,18,2630.574417479547,2,7,1,37970.94,198.67,0,1,2.0,651.47,0,2,3,2,1.0,67418.11,24681.11
4880,0,63,950.15,0,3,0,13684.48,129.17,0,1,1.0,808.9,1,2,4,1,1.0,23628.39,10263.36
4881,0,34,1316.03,1,7,1,173435.69,900.89,0,1,2.0,806.02,0,0,2,0,1.0,209298.78,121404.98
4882,1,30,1887.46,1,7,1,33503.9,179.15,0,1,2.0,682.32,0,0,2,0,1.0,59377.04,23452.73
4883,0,58,2763.93,1,1,1,65359.25,625.82,1,1,2.0,770.1,1,2,4,2,1.0,120186.33,49019.44
4884,0,52,1018.78,1,1,1,39927.24,251.98,0,1,2.0,839.2,0,2,3,0,1.0,67330.58,29945.43
4885,0,23,2630.574417479547,1,7,1,67091.87,584.34,1,0,2.0,686.34,0,0,3,1,1.0,133335.87613228548,46964.31
4886,0,47,1215.26,1,7,1,118760.25,400.44,0,0,2.0,806.6,0,2,4,2,1.0,148384.96,89070.19
4887,1,49,1361.35,1,7,1,48667.4,366.03,0,0,4.0,713.64,0,1,2,2,1.0,92422.58,31633.81
4888,0,53,2775.62,1,7,1,112048.44,800.49,1,1,2.0,682.65,1,2,3,1,1.0,129961.55,78433.91
4889,1,52,1322.41,1,1,0,141441.95,430.68,1,1,2.0,785.1,0,0,4,2,1.0,171556.88,106081.46
